sku,product_name,avg_price,n_months,insufficient_history,annual_demand,annual_demand_value,implied_turns,implied_days_of_supply,velocity_tier,slow_mover,value_rank,cumulative_pct,abc_class,eoq,eoq_orders_per_year,eoq_cycle_days,eoq_annual_cost,monthly_annual_cost,eoq_saving_vs_monthly,eoq_saving_pct,avg_lead_time_days,std_lead_time_days,avg_daily_demand,sigma_daily_demand,sigma_source,safety_stock_90,safety_stock_95,safety_stock_99,reorder_point_90,reorder_point_95,reorder_point_99,safety_stock,reorder_point,safety_stock_value
691,MDGolf Pittsburgh Penguins Putter,79.98999785999999,5,True,348.0,27836.519255279996,13.62265741458692,26.793597525925005,Medium,False,55,0.9643349655281491,C,51.091353090530966,6.81132870729346,53.58719505185001,1021.699306094019,1189.9637422424998,168.26443614848085,0.14140299420500382,3.358490566037736,1.6536014265214896,0.9534246575342465,1.9975724328007447,class_fallback,4.691666150924347,6.021630502228042,8.516091578413942,7.893733868680874,9.223698219984568,11.718159296170468,6.021630502228042,9.223698219984568,481.67021098693175
671,Cleveland Golf Collegiate My Custom Wedge 588,209.9900055,6,False,130.0,27298.700715,13.49041652803945,27.05624390776651,Medium,False,56,0.9654134630171486,C,19.27294086580628,6.745208264019725,54.11248781553302,1011.7812396029587,1184.36146578125,172.58022617829124,0.1457158402772339,3.569230769230769,1.610213793736242,0.3561643835616438,1.1083741023160598,per_sku,2.6836519021805065,3.4443968585336413,4.871238623628676,3.9548847788928354,4.71562973524597,6.142471500341005,3.4443968585336413,4.71562973524597,723.288915267662
773,Titleist Small Wheeled Travel Cover,249.9900055,6,False,108.0,26998.920594,13.416139681741539,27.206037553167427,Medium,False,57,0.9664801170081322,C,16.100011264340175,6.7080698408707695,54.412075106334854,1006.2104761306155,1181.2387561875,175.02828005688457,0.1481734993370824,3.7777777777777777,1.6672954788628431,0.2958904109589041,0.8733497157653386,per_sku,2.175498988897925,2.7921959166964703,3.94886337224816,3.2933072080760075,3.9100041358745523,5.066671591426243,2.7921959166964703,3.9100041358745523,698.0210725720282
305,Mio ALPHA Heart Rate Monitor/Sport Watch,199.0,6,False,134.0,26666.0,13.333166665624987,27.37534219391615,Medium,False,58,0.9675336182110614,C,20.100251254711036,6.666583332812493,54.7506843878323,999.987499921874,1177.7708333333333,177.78333341145924,0.1509490033033811,3.6417910447761193,1.6209003534073785,0.36712328767123287,1.0473711383124242,per_sku,2.5615958603349154,3.2877411287959597,4.649688241180644,3.8985821617047782,4.624727430165823,5.986674542550507,3.2877411287959597,4.624727430165823,654.260484630396
728,LIJA Women's Eyelet Sleeveless Golf Polo,65.0,28,False,405.42857142857144,26352.857142857145,13.25464878017197,27.537508239827112,Medium,False,59,0.9685747479905792,C,61.17530206233217,6.627324390085985,55.075016479654224,994.0986585128978,1174.5089285714284,180.4102700585306,0.1536048519256181,3.517799352750809,1.6128059999194584,1.1107632093933464,2.002346959540141,per_sku,4.813127471410934,6.177522922693387,8.736562450642364,8.72056957047426,10.084965021756712,12.644004549705688,6.177522922693387,10.084965021756712,401.5389899750702
625,Nike Men's Kobe IX Elite Low Basketball Shoe,199.9900055,6,False,126.0,25198.740693,12.96115753395506,28.161065016283413,Medium,False,60,0.9695702817651377,C,19.442707901653204,6.48057876697753,56.322130032566825,972.0868150466295,1162.48688221875,190.40006717212054,0.1637868522083608,3.3968253968253967,1.591709190286144,0.3452054794520548,1.3162836851249156,per_sku,3.1091280513004245,3.9904843411236484,5.643542903979538,4.281730791026452,5.163087080849676,6.816145643705566,3.9904843411236484,5.163087080849676,798.0569853289823
743,Ogio Race Golf Shoes,169.9900055,5,True,146.39999999999998,24886.536805199994,12.880615100529942,28.337156040396156,Medium,False,61,0.9705534812124123,C,22.731833667473953,6.440307550264971,56.67431208079231,966.0461325397457,1159.2347583874998,193.1886258477541,0.16665185757238704,3.344262295081968,1.558687972854513,0.40109589041095883,0.8403580579368648,class_fallback,1.9695501051500541,2.5278659238150154,3.575034651693641,3.310919968163753,3.869235786828714,4.91640451470734,2.5278659238150154,3.869235786828714,429.711942292577
216,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,189.0,6,False,128.0,24192.0,12.699606293110035,28.741048468409986,Medium,False,62,0.9715092413977142,C,20.158105227158785,6.3498031465550175,57.48209693681997,952.4704719832525,1152.0,199.52952801674746,0.1732027152923155,3.796875,1.5448808193617225,0.3506849315068493,1.2752652154995108,per_sku,3.1846826542368802,4.087456693160303,5.780686063164212,4.516189503551949,5.418963542475371,7.11219291247928,4.087456693160303,5.418963542475371,772.5293150072972
44,adidas Men's F10 Messi TRX FG Soccer Cleat,59.99000167999999,28,False,402.42857142857144,24141.690676079998,12.686394464433146,28.77097988898999,Medium,False,63,0.972463013998329,C,63.442544303158364,6.343197232216573,57.54195977797998,951.479584832486,1151.4759445425,199.99635971001396,0.17368696294343844,3.511475409836065,1.599968992365631,1.1025440313111547,1.9993802040284703,per_sku,4.801674344199869,6.162823134187237,8.71577327318364,8.673230598410512,10.03437938839788,12.587329527394285,6.162823134187237,10.03437938839788,369.70777017343516
858,GolfBuddy VT3 GPS Watch,199.9900055,6,False,118.0,23598.820649,12.54294506857673,29.100023798590804,Medium,False,64,0.9733953392792648,C,18.815357853335424,6.271472534288365,58.20004759718161,940.7208801432548,1145.8210484270833,205.10016828382845,0.17899842961113174,3.694915254237288,1.8500161908717,0.3232876712328767,0.9415812989146255,per_sku,2.3195971365817925,2.977142111394655,4.210423547776391,3.514117684526998,4.1716626593398605,5.404944095721596,2.977142111394655,4.1716626593398605,595.3986672320987
786,TaylorMade 2014 Purelite Stand Bag,179.99000549999997,6,False,130.0,23398.700714999995,12.489649238469429,29.224199417527416,Medium,False,65,0.9743197583653758,C,20.817237941252404,6.2448246192347145,58.44839883505483,936.7236928852071,1143.73646578125,207.01277289604286,0.18099691588887046,3.5846153846153848,1.7037853783222272,0.3561643835616438,1.047371138312424,per_sku,2.541407943940815,3.261830467375348,4.613044085509922,3.8181202727079384,4.538542796142472,5.889756414277046,3.261830467375348,4.538542796142472,587.0968837629564
35,adidas Brazuca 2014 Official Match Ball,159.99000550000002,6,False,130.0,20798.700715000003,11.775313361718519,30.99705194993902,Medium,False,66,0.9751414585162278,C,22.080091799956563,5.887656680859259,61.99410389987804,883.1485021288889,1116.6531324479167,233.5046303190278,0.20911115863450014,3.353846153846154,1.5555422007973745,0.3561643835616438,0.838132300668968,per_sku,1.9671462324195217,2.5247806161882576,3.5706712550542545,3.161666780364727,3.719301164133463,4.76519180299946,2.5247806161882576,3.719301164133463,403.9396646702528
823,Titleist Pro V1x High Numbers Personalized Go,51.99000167999999,28,False,389.14285714285717,20231.53779661714,11.6136522525911,31.428528430284757,Medium,False,67,0.975940751601274,C,67.01472520085768,5.80682612629555,62.857056860569514,871.0239189443323,1110.7451853814287,239.72126643709635,0.21582021654658473,3.4379084967320264,1.559024770240246,1.0661448140900196,2.318572263894449,per_sku,5.509602812663834,7.071430763538343,10.000771709659704,9.174911127770699,10.736739078645208,13.666080024766568,7.071430763538343,10.736739078645208,367.6436972763621
249,Under Armour Women's Micro G Skulpt Running S,54.97000122000001,28,False,363.0,19954.11044286,11.533750602141527,31.646253902198016,Medium,False,68,0.9767290842854012,C,62.945699542454136,5.766875301070764,63.29250780439603,865.0312951606145,1107.855317113125,242.82402195251052,0.2191838755490807,3.4494773519163764,1.6355078995591052,0.9945205479452055,1.893753249465995,per_sku,4.507674403438797,5.785481918084018,8.182118418164539,7.9382505095912475,9.21605802423647,11.61269452431699,5.785481918084018,9.21605802423647,318.0279480953664
116,Nike Men's Comfort 2 Slide,44.99000167999999,28,False,424.7142857142858,19107.896427805714,11.286539601905067,32.33940719424679,Medium,False,69,0.9774839853531332,C,75.26031905166005,5.643269800952534,64.67881438849358,846.4904701428802,1099.0405877896428,252.5501176467626,0.22979143850791148,3.542682926829268,1.662136754388355,1.1636007827788653,1.825467916972183,per_sku,4.403447729071342,5.651709714067923,7.992931064402826,8.5257163558672,9.773978340863781,12.115199691198683,5.651709714067923,9.773978340863781,254.27042953078814
821,Titleist Pro V1 High Numbers Personalized Gol,51.99000167999999,28,False,364.7142857142857,18961.496327005712,11.24321909033936,32.46401204737023,Medium,False,70,0.9782331025506821,C,64.8771998097348,5.62160954516968,64.92802409474046,843.2414317754519,1097.515586739643,254.27415496419098,0.23168158888709334,3.5136986301369864,1.72005075194788,0.9992172211350294,1.8617935646129469,per_sku,4.472664044541524,5.740547040313945,8.118569262497616,7.983612225652964,9.251495221425385,11.629517443609055,5.740547040313945,9.251495221425385,298.451050270041
647,Merrell Women's Siren Mid Waterproof Hiking B,134.99000550000002,6,False,140.0,18898.600770000005,11.224556641578323,32.51798816248622,Medium,False,71,0.978979734915674,C,24.945305987660664,5.612278320789161,65.03597632497244,841.8417481183742,1096.8604246875,255.01867656912577,0.23249874900152556,3.3142857142857145,1.5746438027662195,0.3835616438356164,1.5112364528551965,per_sku,3.5259803844689728,4.525503382032626,6.400193639505439,4.797213261181302,5.7967362587449545,7.6714265162177675,4.525503382032626,5.7967362587449545,610.8977264308528
666,Merrell Men's All Out Flash Trail Running Sho,109.98999790000003,6,False,170.0,18698.299643000006,11.164915178958296,32.69169484492717,Medium,False,72,0.9797184539273979,C,30.45253766376777,5.582457589479148,65.38338968985434,837.3686384218722,1094.7739546145833,257.4053161927111,0.23512188530584013,3.4705882352941178,1.6445308731419692,0.4657534246575342,1.4111105118708205,per_sku,3.3691090707891624,4.324163163655659,6.1154482142453395,4.985547426953546,5.940601519820043,7.731886570409723,4.324163163655659,5.940601519820043,475.61469728974345
982,insta-bed Neverflat Air Mattress,149.99000550000002,6,False,120.0,17998.800660000004,10.95408619648394,33.3208990191403,Medium,False,73,0.9804295376349879,C,21.90963223176348,5.47704309824197,66.6417980382806,821.5564647362955,1087.487506875,265.93104213870447,0.2445371008471471,3.25,1.6735732603107396,0.3287671232876712,1.1118292960529705,per_sku,2.568811829377677,3.2970026358796347,4.662786328559058,3.6373049800626083,4.365495786564566,5.731279479243989,3.2970026358796347,4.365495786564566,494.51744348910097
818,Titleist Pro V1x Golf Balls,47.99000167999999,28,False,369.8571428571429,17749.444907074285,10.877942485315343,33.55413953445066,Medium,False,74,0.9811307699743311,C,68.00130509173601,5.438971242657671,67.10827906890133,815.8456863986507,1084.8900511153572,269.04436471670647,0.24799228681294153,3.415807560137457,1.6238388798359231,1.0133072407045012,1.7138018451717292,per_sku,4.059380886525068,5.210108942138797,7.3683971257203975,7.520643420065529,8.671371475679258,10.829659659260859,5.210108942138797,8.671371475679258,250.03313688622384
715,TaylorMade Women's RBZ SL Rescue,129.99000550000002,6,False,136.0,17678.640748,10.856224250938569,33.621265696353326,Medium,False,75,0.981829205033739,C,25.054751423035903,5.428112125469284,67.24253139270665,814.2168188203926,1084.1525077916667,269.9356889712741,0.24898313385919463,3.264705882352941,1.3888430389466453,0.3726027397260274,1.4490431420069108,per_sku,3.3554892006794224,4.306682417445055,6.090726067057225,4.571927556843806,5.523120773609438,7.307164423221608,4.306682417445055,5.523120773609438,559.825671130436
705,Cleveland Golf Women's 588 RTX CB Satin Chrom,119.9899979,6,False,140.0,16798.599706,10.582564183914345,34.49069560615616,Medium,False,76,0.9824928720628323,C,26.45861580746226,5.291282091957172,68.98139121231232,793.6923137935759,1074.9854136041668,281.2930998105909,0.26167155037711903,3.557142857142857,1.7248038265743824,0.3835616438356164,1.029962095325949,per_sku,2.4895703003636513,3.1952982108834034,4.5189508346878595,3.853953862007487,4.559681772527239,5.883334396331695,3.1952982108834034,4.559681772527239,383.40382561377334
822,Titleist Pro V1x High Numbers Golf Balls,47.99000167999999,28,False,342.8571428571429,16453.714861714285,10.47336776836508,34.85029916570737,Medium,False,77,0.9831429136288515,C,65.47218629956767,5.23668388418254,69.70059833141474,785.5025826273811,1071.392863142857,285.890280515476,0.2668398216475295,3.660377358490566,1.5756599895014545,0.939334637964775,1.549137195067344,per_sku,3.7984403477901463,4.875198601810245,6.894750141279819,7.236759588642341,8.31351784266244,10.333069382132015,4.875198601810245,8.31351784266244,233.9607890912073
725,LIJA Women's Button Golf Dress,108.0,6,False,152.0,16416.0,10.461357464497615,34.89030952614794,Medium,False,78,0.9837914651831636,C,29.05932629027116,5.2306787322488075,69.78061905229588,784.6018098373213,1071.0,286.3981901626787,0.2674119422620716,3.3026315789473686,1.6084753596049086,0.41643835616438357,1.2333271627637816,per_sku,2.8725054400001206,3.686785423108769,5.214036676866636,4.247847905753545,5.062127888862194,6.589379142620061,3.686785423108769,5.062127888862194,398.17282569574706
19,Nike Men's Fingertrap Max Training Shoe,124.9899979,6,False,128.0,15998.7197312,10.327542376641858,35.342387054787835,Slow,True,79,0.9844235311278927,C,24.78808516719366,5.163771188320929,70.68477410957567,774.5656782481393,1066.6533305333332,292.08765228519394,0.2738355976811588,3.890625,1.710074606188326,0.3506849315068493,1.1157649872842017,per_sku,2.8205572189323216,3.6201112433066287,5.119742710988029,4.184940780576158,4.984494804950464,6.4841262726318645,3.6201112433066287,4.984494804950464,452.47769669866193
278,Under Armour Men's Compression EV SL Slide,44.99000167999999,28,False,348.42857142857144,15675.802013931427,10.222785665343027,35.70455372427613,Slow,True,80,0.9850428394710472,C,68.16705012407787,5.1113928326715135,71.40910744855226,766.708924900727,1063.2896043117858,296.5806794110588,0.278927470190984,3.282142857142857,1.5937947708639857,0.9545988258317026,1.7789447680948836,per_sku,4.130415133571809,5.301279535902207,7.497335147649889,7.2635448512122895,8.434409253542688,10.63046486529037,5.301279535902207,8.434409253542688,238.50457522638987
572,TYR Boys' Team Digi Jammer,39.99000167999999,28,False,377.1428571428571,15081.943490742853,10.027277294374864,36.400708715291934,Slow,True,81,0.9856386860775876,C,75.22338239402794,5.013638647187432,72.80141743058387,752.0457970781148,1057.1035780285713,305.0577809504565,0.2885788935833225,3.46,1.5630773180943858,1.0332681017612524,2.0869551036609946,per_sku,4.975121076749602,6.385437468122207,9.030605618634985,8.550228708843536,9.960545100216141,12.605713250728918,6.385437468122207,9.960545100216141,255.35365507774196
652,Merrell Women's Grassbow Sport Waterproof Hik,129.99000550000002,6,False,116.0,15078.840638000003,10.026245770642836,36.40445370576607,Slow,True,82,0.9862344100988474,C,23.1392692047609,5.013122885321418,72.80890741153215,751.9684327982127,1057.0712566458333,305.1028238476206,0.28863032830514646,3.155172413793104,1.598263576817052,0.3178082191780822,1.0551893941536026,per_sku,2.4021187005553015,3.0830563752679585,4.36021280672737,3.404858426582699,4.085796101295356,5.362952532754767,3.0830563752679585,4.085796101295356,400.7665151778921
771,Clicgear Rovic Cooler Bag,39.99000167999999,28,False,371.57142857142856,14859.142052811425,9.952936602769196,36.67259368440531,Slow,True,83,0.986821454425973,C,74.6656878067618,4.976468301384598,73.34518736881061,746.4702452076897,1054.7827297167855,308.31248450909584,0.2922995189652748,3.4401408450704225,1.6686491800554233,1.0180039138943249,2.0205833615847895,per_sku,4.80305304546207,6.164592661111548,8.718275826824604,8.30512989009149,9.666669505740968,12.220352671454023,6.164592661111548,9.666669505740968,246.52207087436642
977,ENO Atlas Hammock Straps,29.98999977000001,28,False,427.7142857142858,12827.15133019715,9.247396509359502,39.47056878447627,Slow,True,84,0.9873282203209898,C,92.50480073637728,4.623698254679751,78.94113756895254,693.5547382019628,1033.6161596895536,340.0614214875908,0.3290016494998764,3.455108359133127,1.6513678418485078,1.1718199608610569,1.9411206954362534,per_sku,4.624192178194578,5.935029427209941,8.393615998856152,8.67295712036467,9.983794369380032,12.442380941026244,5.935029427209941,9.983794369380032,177.99153115696944
835,Bridgestone e6 Straight Distance NFL Carolina,31.98999977000001,28,False,397.7142857142858,12722.879908525721,9.209733947849497,39.631980909201914,Slow,True,85,0.9878308667354634,C,86.36824645887917,4.604866973924748,79.26396181840383,690.7300460887122,1032.5299990471428,341.7999529584306,0.3310314986236297,3.6103896103896105,1.5517634743357582,1.0896281800391392,2.2023727543437985,per_sku,5.363155138419104,6.883469013097366,9.734946784101405,9.297137398820151,10.817451273498413,13.668929044502454,6.883469013097366,10.817451273498413,220.20217214578693
235,Under Armour Hustle Storm Medium Duffle Bag,34.99000167999999,28,False,362.57142857142856,12686.374894834282,9.196511981845537,39.68896041461499,Slow,True,86,0.9883320709360379,C,78.84977027968128,4.598255990922769,79.37792082922998,689.7383986384153,1032.1497384878571,342.4113398494418,0.33174579916194025,3.5752508361204014,1.5980870025573033,0.9933463796477494,2.088663110678898,per_sku,5.061440707087785,6.496226450599796,9.187288948890695,8.612903181480576,10.047688924992585,12.738751423283485,6.496226450599796,10.047688924992585,227.30297442014725
276,Under Armour Women's Ignite Slide,31.98999977000001,28,False,393.85714285714283,12599.489909412861,9.164965869881117,39.825571113090746,Slow,True,87,0.9888298425469231,C,85.94841452742949,4.5824829349405585,79.65114222618149,687.3724402410837,1031.2446865563838,343.8722463153001,0.333453593311192,3.64951768488746,1.574798940216049,1.0790606653620352,2.6612060855865773,per_sku,6.515514909195421,8.362492567209385,11.826656002856824,10.453565890500597,12.300543548514561,15.764706984162,8.362492567209385,12.300543548514561,267.516135301655
828,Bridgestone e6 Straight Distance NFL San Dieg,31.98999977000001,28,False,388.2857142857142,12421.259910694289,9.099912054774409,40.11027774806869,Slow,True,88,0.9893205727748468,C,85.33834435949173,4.549956027387204,80.22055549613738,682.4934041080805,1029.3881240697322,346.8947199616516,0.33699118131476763,3.503225806451613,1.6580652879209092,1.0637964774951074,1.6368766231347671,per_sku,3.9264720547735945,5.039523941086989,7.127147269834434,7.653191327546777,8.766243213860172,10.853866542607616,5.039523941086989,8.766243213860172,161.21436971628233
1348,CDs of rock,11.28999996000001,3,True,1083.9999999999998,12238.359956640008,9.032666626063426,40.408886446313204,Slow,True,89,0.989804077122563,C,240.01771456330687,4.516333313031713,80.81777289262641,677.449996954757,1027.4829162150002,350.03291926024315,0.3406703057892974,3.453874538745388,1.6724050454519166,2.9698630136986295,6.222323325160939,class_fallback,14.82034630619408,19.021525935595072,26.901195078104934,25.07788055276942,29.279060182170415,37.15872932468028,19.021525935595072,29.279060182170415,214.75302705200752
642,Columbia Men's PFG Anchor Tough T-Shirt,30.0,28,False,397.7142857142858,11931.428571428572,8.918680235486478,40.92533764667376,Slow,True,90,0.990275455445246,C,89.1868023548648,4.459340117743239,81.85067529334752,668.9010176614859,1024.2857142857142,355.38469662422835,0.34695856016312393,3.4802631578947367,1.6288261165569866,1.0896281800391392,2.1195411959893535,per_sku,5.067577542313669,6.504102917721405,9.198428243355403,8.859770353107777,10.296295728515513,12.990621054149512,6.504102917721405,10.296295728515513,195.12308753164214
311,Polar Loop Activity Tracker,109.9499969,6,False,108.0,11874.5996652,8.897415229604608,41.02315004761447,Slow,True,91,0.9907445886122598,C,24.276713452834866,4.448707614802304,82.04630009522894,667.3061422203455,1023.6937465125,356.3876042921545,0.34813888968872664,3.759259259259259,1.5773776325494684,0.2958904109589041,0.7252774622585993,per_sku,1.8022200621562166,2.3131022005623914,3.271305033235023,2.914548829279504,3.4254309676856787,4.383633800358311,2.3131022005623914,3.4254309676856787,254.32557978121812
37,adidas Kids' F5 Messi FG Soccer Cleat,34.99000168,28,False,334.7142857142857,11711.653419462857,8.836158071418014,41.307545321156226,Slow,True,92,0.9912072842158633,C,75.7601398727742,4.418079035709007,82.61509064231245,662.7118553563511,1021.9963897860714,359.28453442972034,0.35155166693389917,3.4618320610687023,1.6059257134051412,0.9170254403131116,2.1597335005078557,per_sku,5.149981411227161,6.609866123070815,9.348003867772896,8.324569481318735,9.78445419316239,12.522591937864469,6.609866123070815,9.78445419316239,231.2792267508229
172,Nike Women's Tempo Shorts,30.0,28,False,388.7142857142858,11661.428571428572,8.81719100070182,41.39640390810941,Slow,True,93,0.9916679955721925,C,88.1719100070182,4.40859550035091,82.79280781621883,661.2893250526365,1021.4732142857143,360.1838892330778,0.3526121724933763,3.5440251572327046,1.630625325464592,1.0649706457925638,2.2312785671801425,per_sku,5.383375709178506,6.909421585539735,9.771650212439104,9.157658469581712,10.68370434594294,13.54593297284231,6.909421585539735,10.68370434594294,207.28264756619205
564,Nike Men's Deutschland Weltmeister Winners Bl,30.0,28,False,388.7142857142858,11661.428571428572,8.81719100070182,41.39640390810941,Slow,True,94,0.9921287069285217,C,88.1719100070182,4.40859550035091,82.79280781621883,661.2893250526365,1021.4732142857143,360.1838892330778,0.3526121724933763,3.446308724832215,1.5695341688098627,1.0649706457925638,2.2605554391946545,per_sku,5.378296625530513,6.902902714837033,9.762430898854271,9.048514253815625,10.573120343122145,13.432648527139381,6.902902714837033,10.573120343122145,207.08708144511098
282,Under Armour Women's Ignite PIP VI Slide,31.98999977000001,28,False,363.42857142857144,11626.079916411432,8.803817322204209,41.45928824300219,Slow,True,95,0.9925880217555407,C,82.56158848547756,4.401908661102104,82.91857648600438,660.2862991653157,1021.1049991292858,360.8186999639702,0.3533610160283679,3.347368421052632,1.6977724908507028,0.9956947162426615,1.88810722734044,per_sku,4.42721803257137,5.682218275418731,8.036077800538996,7.760175082731017,9.015175325578378,11.369034850698643,5.682218275418731,9.015175325578378,181.77416132373506
825,Bridgestone e6 Straight Distance NFL Tennesse,31.98999977000001,28,False,345.0,11036.549920650004,8.577703624572257,42.5521813267594,Slow,True,96,0.9930240458543029,C,80.44110990538078,4.288851812286128,85.1043626535188,643.3277718429192,1014.9640616734375,371.6362898305183,0.36615709251594314,3.6614785992217898,1.7156775243921216,0.9452054794520548,1.9890874283360922,per_sku,4.877919414714189,6.260681683257935,8.854169736617989,8.338769049595058,9.721531318138805,12.315019371498858,6.260681683257935,9.721531318138805,200.2792056074646
885,Team Golf St. Louis Cardinals Putter Grip,24.98999977000001,28,False,410.57142857142856,10260.179905568575,8.270501760501425,44.13275162375042,Slow,True,97,0.993429397683328,C,99.28573633397943,4.135250880250712,88.26550324750085,620.287632037607,1006.8768740163393,386.5892419787324,0.3839488739439048,3.584664536741214,1.6092743923259385,1.124853228962818,2.0693352297554877,per_sku,5.021201038358117,6.444579890757855,9.11424779613958,9.053422517259975,10.476801369659714,13.146469275041438,6.444579890757855,10.476801369659714,161.05004998778548
906,Team Golf Tennessee Volunteers Putter Grip,24.989999770000008,28,False,392.14285714285717,9799.649909807147,8.082759392603142,45.1578455167212,Slow,True,98,0.9938165552235765,C,97.03192637448119,4.041379696301571,90.3156910334424,606.2069544452356,1002.0796865604912,395.87273211525553,0.39505114954883225,3.5,1.5932550136313828,1.0743639921722115,1.8908116021683765,per_sku,4.533512102239355,5.8186439271016805,8.229017792945855,8.293786074842096,9.578917899704422,11.989291765548597,5.8186439271016805,9.578917899704422,145.40791039998294
905,Team Golf Texas Longhorns Putter Grip,24.989999770000008,28,False,383.57142857142856,9585.449911778574,7.993935164351608,45.659614757409074,Slow,True,99,0.9941952503039289,C,95.96560909874235,3.996967582175804,91.31922951481815,599.5451373263707,999.8484365810267,400.30329925465605,0.40036397978826654,3.448160535117057,1.642500230654182,1.0508806262230919,1.6153616766469507,per_sku,3.8442888548828282,4.934043958642917,6.97797219344095,7.467893957344392,8.557649061104481,10.601577295902514,4.934043958642917,8.557649061104481,123.30175739165642
273,Under Armour Kids' Mercenary Slide,27.98999977000001,28,False,340.7142857142857,9536.592778778575,7.973536554870566,45.776425239694035,Slow,True,100,0.9945720151717115,C,85.46127138682606,3.986768277435283,91.55285047938807,598.0152416152924,999.3395081122768,401.32426649698436,0.40158951311258995,3.350597609561753,1.6286772674272405,0.9334637964774951,1.7884045835759141,per_sku,4.195458312656788,5.384760751005891,7.615398464991795,7.323119877746722,8.512422316095826,10.743060030081729,5.384760751005891,8.512422316095826,150.71945218215998
893,Team Golf Pittsburgh Steelers Putter Grip,24.98999977000001,28,False,380.1428571428571,9499.769912567146,7.958127883938176,45.86505838096375,Slow,True,101,0.9949473252681054,C,95.5357497861014,3.979063941969088,91.7301167619275,596.8595912953632,998.9559365892411,402.0963452938779,0.40251659814622553,3.477966101694915,1.5839402127247266,1.0414872798434442,1.8830679144954663,per_sku,4.500711287748697,5.776544941649368,8.169479298291035,8.122968742390642,9.398802396291313,11.79173675293298,5.776544941649368,9.398802396291313,144.35585676321242
886,Team Golf San Francisco Giants Putter Grip,24.989999770000008,28,False,373.2857142857143,9328.409914144288,7.886025578682115,46.284404781374995,Slow,True,102,0.9953158653965823,C,94.67017588550517,3.9430127893410574,92.56880956274999,591.4519184011587,997.1709366056697,405.71901820451103,0.4068700794525385,3.4760273972602738,1.6630533255154445,1.0227005870841488,1.9462107965091535,per_sku,4.6503321297811935,5.96857936975428,8.441064008668842,8.205267389679861,9.523514629652947,11.99599926856751,5.96857936975428,9.523514629652947,149.15479707738623
567,adidas Men's Germany Black Crest Away Tee,25.0,28,False,368.1428571428571,9203.571428571428,7.833080036431573,46.5972514390749,Slow,True,103,0.9956794734957065,C,93.99696043717887,3.9165400182157866,93.1945028781498,587.481002732368,995.8705357142857,408.3895329819177,0.4100829559024972,3.692041522491349,1.6869512435959422,1.008610567514677,1.8785360221278256,per_sku,4.625996655272272,5.937345426230773,8.396891400717761,8.349828750560023,9.661177521518525,12.120723496005514,5.937345426230773,9.661177521518525,148.43363565576934
778,Bag Boy Beverage Holder,24.989999770000008,28,False,362.1428571428571,9049.949916707144,7.767431972326137,46.99107778483605,Slow,True,104,0.9960370124263185,C,93.24648311902887,3.8837159861630686,93.9821555696721,582.5573979244602,994.2703116323661,411.71291370790584,0.4140854945492305,3.6021505376344085,1.553412013514677,0.9921722113502934,1.693071975967881,per_sku,4.118213417467409,5.285618953177389,7.4751871668651955,7.692167082008789,8.859572617718769,11.049140831406575,5.285618953177389,8.859572617718769,132.08761642421064
93,Under Armour Men's Tech II T-Shirt,24.989999770000008,28,False,357.8571428571429,8942.84991769286,7.721334046088521,47.27162402524237,Slow,True,105,0.9963903201269824,C,92.69308664049483,3.8606670230442606,94.54324805048473,579.1000534566391,993.1546866426339,414.0546331859948,0.41690850252714334,3.621428571428571,1.6262535044787738,0.980430528375734,1.8405568421049519,per_sku,4.4889182355806625,5.761408868372839,8.148073105049384,8.039477363341355,9.311967996133532,11.698632232810077,5.761408868372839,9.311967996133532,143.97760629551325
897,Team Golf New England Patriots Putter Grip,24.98999977000001,28,False,352.7142857142857,8814.32991887572,7.665650622039297,47.61500595273658,Slow,True,106,0.9967385503517087,C,92.02461815836135,3.8328253110196484,95.23001190547316,574.9237966529472,991.8159366549554,416.8921400020082,0.42033216506687526,3.498220640569395,1.619357357455072,0.9663405088062622,2.3513792892388237,per_sku,5.636360807259395,7.234121326358441,10.230856855436587,9.016833120983794,10.614593640082838,13.611329169160985,7.234121326358441,10.614593640082838,180.78069028184962
917,Glove It Women's Mod Oval 3-Zip Carry All Gol,21.989999770000008,28,False,398.57142857142856,8764.585622614288,7.643989195271575,47.74993667256646,Slow,True,107,0.9970848153144553,C,104.28361903441129,3.8219945976357876,95.49987334513293,573.2991896453682,991.2977669022322,417.998577256864,0.4216680307503301,3.5694915254237287,1.6703959200410667,1.091976516634051,2.3539763400887783,per_sku,5.699775756360623,7.315512750965658,10.34596468634653,9.597576678447592,11.213313673052626,14.243765608433499,7.315512750965658,11.213313673052626,160.86812371116693
134,Nike Women's Legend V-Neck T-Shirt,25.0,28,False,343.2857142857143,8582.142857142857,7.564012540595481,48.25481158856793,Slow,True,108,0.997423872459273,C,90.76815048714579,3.7820062702977406,96.50962317713586,567.3009405446612,989.3973214285714,422.09638088391023,0.42661969235418334,3.3978494623655915,1.649982242849097,0.9405088062622309,1.8572097601142716,per_sku,4.3874837715058215,5.6312203930633,7.96395403999219,7.583191113214047,8.826927734771525,11.159661381700415,5.6312203930633,8.826927734771525,140.7805098265825
